verse|context
41:1|HaMeem.
41:2|A sending down from the Merciful, the Most Merciful.
41:3|A Book, the verses of which are distinguished, an Arabic Koran for a nation who know.
41:4|It bears glad tidings and a warning, yet most of them turn away and do not listen.
41:5|They say: 'Our hearts are veiled from that to which you call us, and in our ears there is heaviness. And between us and you is a veil. So work (as you will) and we are working'
41:6|Say (Prophet Muhammad): 'I am only a human like you, to whom it is revealed that your God is One God. Therefore be straight with Him and ask Him to forgive you. Woe to the idolaters,
41:7|who do not pay charity and disbelieve in the Everlasting Life.
41:8|For those who believe and do good works is an enduring wage'
41:9|Say: 'Do you disbelieve in Him who created the earth in two days? And do you set up equals with Him? He is the Lord of the Worlds'
41:10|He set firm mountains on top (of the earth) and He blessed it. And in four days He ordained in it many provisions, equal to those who ask.
41:11|Then He willed to the heaven when it was smoke, and to it and the earth He said: 'Come willingly, or unwillingly' 'We come willingly' they answered.
41:12|In two days He determined them seven heavens, and He revealed to each heaven its commands. We decorated the lowest heaven with lamps and preserve them. Such is the decree of the Almighty, the Knower.
41:13|But if they turn away, say: 'I have given you warning of a thunderbolt similar to that which overtook Aad and Thamood'
41:14|When their Messengers came to them from before them and behind them, (saying): 'Worship none except Allah' they answered: 'Had it been the will of our Lord, He would have sent down angels. So we disbelieve in the Message with which you were sent'
41:15|As for Aad, they behaved proudly in the earth without right. 'Who is stronger than us' they would say. Could they not see that Allah, who created them, is stronger than they? But they disbelieved Our signs.
41:16|Then, on the ominous days, We loosed against them a howling wind that We might let them taste the punishment of humiliation in this life; but more humiliating will be the punishment of the Everlasting Life and they will not be helped.
41:17|As for Thamood, We (offered) them Our Guidance, but they preferred blindness to guidance. So a thunderbolt of the humiliating punishment seized them because of what they had earned;
41:18|and We saved those who believed and feared Allah.
41:19|On the Day when the enemies of Allah will be rightfully gathered together before Fire,
41:20|when they reach it, their hearing, eyes and skins will testify against them for what they were doing.
41:21|'Why did you bear witness against us' they will ask their skins, and they will reply: 'Allah has given us speech, as He has given speech to everything. It was He who created you the first time, and to Him you shall return.
41:22|It is not that you covered yourselves so that your hearing, eyes and skin could not bear witness against you but you thought that Allah did not know much of that which you do.
41:23|Rather, it is the thoughts you thought about your Lord that have destroyed you, therefore, this morning you find yourselves among the losers'
41:24|Even if they are patient the Fire shall still be their lodging, and if they seek pardon, they shall not be among those who are pardoned.
41:25|We have assigned companions to them, who make what is before them and behind them seem fair to them. The statement has been realized against them in nations of people and jinn alike that passed away before them they were indeed the losers.
41:26|The unbelievers say: 'Do not listen to this Koran, and talk idly about it so that you might be overcome'
41:27|We will let the unbelievers taste a terrible punishment, and recompense them with the worst of what they were doing.
41:28|The Fire that is the recompense of the enemies of Allah. There it is that they will be lodged for eternity, a recompense for their disbelief of Our verses.
41:29|The unbelievers will say: 'Lord, show us the jinn and people who led us astray, to put them under our feet so that they are among the lowest'
41:30|The angels will descend on those who said: 'Allah is Our Lord' and have then gone straight, (saying:) 'Be neither fearful, nor sad; rejoice in the Paradise you have been promised.
41:31|We are your guides in this world and in the Everlasting Life. There, you shall have all that your souls desire, and all that you ask for
41:32|as hospitality from One, the Forgiving, the Most Merciful'
41:33|And, who is better in saying than he who invites to Allah, does what is right, and says: 'Surely, I am of those who surrender'
41:34|Good and evil deeds are not equal. Repel with that which is most just, and see, the one whom there is enmity between you will be as if he were a loyal guide.
41:35|But none will receive it except those who are patient and, none shall receive it, except he who has a great share.
41:36|If a provocation from satan should provoke you, seek refuge in Allah. He is the Hearer, the Knower.
41:37|Among His signs are the night and the day, and the sun and the moon. But do not prostrate yourselves before the sun or the moon; rather prostrate before Allah, who created them both, if it is He whom you worship.
41:38|But if they become proud, those who are with your Lord exalt Him by day and night, and never grow weary.
41:39|And among His signs is that you see the earth humble; then when He sends down rain upon it, it quivers and swells. He who revives is He who revives the dead, surely, He is powerful over everything.
41:40|Those who disbelieve Our verses when it comes to them are not hidden from Us. Is he who is cast in the Fire better than he who comes in safety on the Day of Resurrection? Do as you will, surely, He sees the things you do.
41:41|Those who disbelieve in the Remembrance when it comes to them and indeed this is a Mighty Book
41:42|falsehood does not come to it from before it or from behind it. It is a sending down from the One, the Wise, the Praised.
