verse|context
28:1|TaSeenMeem.
28:2|Those are the verses of the Clear Book.
28:3|We shall in truth recite to you some of the news of Moses and Pharaoh for a nation who believe.
28:4|Pharaoh had exalted himself in the land and had divided its people into sects, one group he abased, putting their sons to death and sparing their women, for he was one of those who corrupted.
28:5|But We wanted to be gracious to those abased in the land, and to make them leaders and inheritors,
28:6|and to establish them in the land; and to show Pharaoh and Haman, and their armies, the very thing they dreaded.
28:7|We revealed this to Moses' mother: 'Suckle him, but when you fear for him cast him into the water. Neither fear, nor sorrow because We shall restore him to you and make him among the Messengers'
28:8|Then the family of Pharaoh picked him out to be an enemy and a sorrow for them, indeed Pharaoh and Haman, and their army were sinners.
28:9|Pharaoh's wife said to him: 'He will be a comfort to me and you. Do not slay him, perhaps he may benefit us, or we will take him for our son' But they were unaware.
28:10|In the morning the heart of Moses' mother became empty. She would have revealed (who he was) had We not settled her heart so that she might be among the believers.
28:11|She said to his sister: 'Follow him' And she watched him from a distance, but they were unaware.
28:12|We had forbidden to him before that he should be suckled by foster mothers, therefore she (Moses' sister) said (to them): 'Shall I direct you to a people of a household who will take charge of him for you and advise him'
28:13|So, We restored him to his mother, so that she might be comforted and not sorrow, and that she might know that the promise of Allah is true. Yet most of them do not know.
28:14|And when he was full grown, and reached the perfection of his strength, We gave him judgment and knowledge. As such We recompense the gooddoers.
28:15|And he entered the city unnoticed by the people and found two men fighting, one was of his own party, and the other of his enemies. The one of his party appealed for his help against his enemy, Moses struck and killed him, and said: 'This is the work of satan, he is surely a clear, misleading enemy.
28:16|Forgive me, my Lord, for I have wronged myself' and so He forgave him; for He is indeed the Forgiving, the Most Merciful.
28:17|He said: 'My Lord as You have favored me, I will never be a helper to the wrongdoer'
28:18|In the morning, he was in the city, fearful and vigilant, then he whom he had helped the day before cried out to him again for help. 'Clearly' said Moses, 'you are quarrelsome'
28:19|And when Moses was about to seize he who was the enemy of both of them, he said: 'Moses, would you kill me as you killed a living soul yesterday? You desire only to be a tyrant in the land, and you do not want to be among the reformers'
28:20|Then a man came running from the furthest part of the city, 'Moses' he said, 'the Assembly are plotting to kill you. Leave, for I am one of your sincere advisers'
28:21|So he left, fearful and vigilant, saying: 'My Lord, save me from the harmdoing nation'
28:22|And when he turned his face towards Midian, he said: 'It may be that my Lord will guide me on the right way'
28:23|When he came to the water wells of Midian he found there some people drawing water, and he found two women apart from them who were keeping back (their flocks). 'What is your business' he asked. They replied: 'We cannot draw water until the shepherds have driven away (their flocks), and our father is an elderly man'
28:24|So he drew water for them and then retired to the shade, saying: 'O my Lord, surely I have need of whatever good You send me'
28:25|Then, one of the two came to him walking shyly, and said: 'My father invites you, so that he can recompense you with a wage for having drawn water for us.' So when he came to him and told him his story, (the father) said: 'Do not be afraid, you have been saved from the nation of harmdoers'
28:26|One of the two women said: 'Father, hire him. The best who you can hire, is the strong, the honest'
28:27|He said: 'I will let you marry one of these two daughters of mine on condition that you hire yourself to me for eight years. If you complete ten that is of your own accord; I shall not press you. Surely, you will find me, if Allah wills, among the good'
28:28|'So be it between me and you' said Moses. 'Whichever of the two terms I fulfill, it will be no injustice to me. Allah is the Guardian of what we say'
28:29|And when Moses had fulfilled the term and departed with his household, he saw from far away on the side of the Tor a fire. He said to his household: 'Stay here, for I can see a fire. Perhaps I can bring you news, or a flame from the fire so that you can warm yourselves'
28:30|When he came to it, he was called from the right bank in the blessed plot of the tree (he heard speech without letter or voice coming from all directions):'Moses, I am Allah, Lord of the Worlds.
